Local time	Ask	Bid	AskVolume	BidVolume
01.01.2010 05:46:44.774 GMT+0300	1.6169	1.6167	2.8	4
01.01.2010 05:46:44.884 GMT+0300	1.61687	1.61673	1	2.6
01.01.2010 05:46:45.104 GMT+0300	1.61682	1.61678	4.4	1.6
01.01.2010 05:46:45.214 GMT+0300	1.61688	1.61672	6.1	3
01.01.2010 05:46:45.334 GMT+0300	1.61688	1.61672	4.3	1
01.01.2010 05:46:45.394 GMT+0300	1.61687	1.61673	1.5	1
01.01.2010 05:46:45.514 GMT+0300	1.61693	1.61667	5.2	3
01.01.2010 05:46:46.624 GMT+0300	1.61693	1.61667	1	1.6
01.01.2010 05:46:46.904 GMT+0300	1.61693	1.61667	4	1.7
01.01.2010 05:46:49.433 GMT+0300	1.61693	1.61667	1.6	1
01.01.2010 05:46:49.603 GMT+0300	1.61693	1.61667	1.7	1.6
01.01.2010 05:46:49.893 GMT+0300	1.61693	1.61667	4	1.6
01.01.2010 05:46:50.133 GMT+0300	1.6169	1.6167	4	1.6
01.01.2010 05:46:50.493 GMT+0300	1.61688	1.61672	1	3
01.01.2010 05:46:50.663 GMT+0300	1.6169	1.6167	5.7	1
01.01.2010 05:46:50.833 GMT+0300	1.61688	1.61672	4	2.4
01.01.2010 05:46:51.183 GMT+0300	1.61688	1.61672	1	3.6
01.01.2010 05:46:51.473 GMT+0300	1.61688	1.61672	1	1
01.01.2010 05:46:51.763 GMT+0300	1.61688	1.61672	3.2	1.6
01.01.2010 05:46:52.592 GMT+0300	1.6169	1.6167	1.7	1
01.01.2010 05:46:52.822 GMT+0300	1.6169	1.6167	3.9	1.8
01.01.2010 05:46:53.172 GMT+0300	1.61685	1.61675	1	3.2
01.01.2010 05:46:53.342 GMT+0300	1.61685	1.61675	1.6	1
01.01.2010 05:46:53.562 GMT+0300	1.61688	1.61672	1	3
01.01.2010 05:46:53.732 GMT+0300	1.61698	1.61662	1	1.6
01.01.2010 05:47:26.613 GMT+0300	1.61698	1.61662	1.8	4.6
01.01.2010 05:47:45.209 GMT+0300	1.61698	1.61662	4	1
01.01.2010 05:47:45.429 GMT+0300	1.61695	1.61665	3	1
01.01.2010 05:47:45.609 GMT+0300	1.61695	1.61665	2.8	1
01.01.2010 05:47:48.088 GMT+0300	1.61698	1.61662	1.6	1
01.01.2010 05:47:48.798 GMT+0300	1.61698	1.61662	5.2	1.6
01.01.2010 05:47:50.298 GMT+0300	1.61698	1.61662	1	1.6
01.01.2010 05:47:53.477 GMT+0300	1.61698	1.61662	1	1
01.01.2010 05:47:53.657 GMT+0300	1.61698	1.61662	1	6.3
01.01.2010 05:47:57.386 GMT+0300	1.61698	1.61662	6.7	1.6
01.01.2010 05:47:57.546 GMT+0300	1.617	1.6166	4	1.6
01.01.2010 05:47:58.066 GMT+0300	1.61698	1.61662	1	1
01.01.2010 05:47:58.936 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:47:59.226 GMT+0300	1.61692	1.61668	14.3	1.4
01.01.2010 05:48:00.074 GMT+0300	1.61698	1.61662	3.2	4
01.01.2010 05:48:00.434 GMT+0300	1.61698	1.61662	1.8	1
01.01.2010 05:48:00.724 GMT+0300	1.61698	1.61662	1	1
01.01.2010 05:48:01.204 GMT+0300	1.61695	1.61665	2	3.2
01.01.2010 05:48:01.374 GMT+0300	1.61695	1.61665	1.6	3.4
01.01.2010 05:48:03.113 GMT+0300	1.61695	1.61665	1	2.2
01.01.2010 05:48:03.293 GMT+0300	1.61692	1.61668	2	1.6
01.01.2010 05:48:03.633 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:48:05.663 GMT+0300	1.61695	1.61665	1	1.3
01.01.2010 05:48:06.013 GMT+0300	1.61692	1.61668	1	1
01.01.2010 05:48:06.293 GMT+0300	1.61695	1.61665	5.7	3.8
01.01.2010 05:48:06.762 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:48:07.033 GMT+0300	1.61692	1.61668	1	1
01.01.2010 05:48:07.262 GMT+0300	1.61695	1.61665	1.1	2.2
01.01.2010 05:48:07.482 GMT+0300	1.61692	1.61668	1.5	4.8
01.01.2010 05:48:07.702 GMT+0300	1.61695	1.61665	5.6	3.2
01.01.2010 05:48:07.872 GMT+0300	1.61695	1.61665	1.1	4.1
01.01.2010 05:48:08.102 GMT+0300	1.61695	1.61665	1.9	5
01.01.2010 05:48:08.502 GMT+0300	1.61692	1.61668	1	1
01.01.2010 05:48:08.732 GMT+0300	1.61695	1.61665	1	8.2
01.01.2010 05:48:08.912 GMT+0300	1.61692	1.61668	1.2	1
01.01.2010 05:48:09.142 GMT+0300	1.61695	1.61665	1.6	1.6
01.01.2010 05:48:09.362 GMT+0300	1.61692	1.61668	1	3.6
01.01.2010 05:48:09.592 GMT+0300	1.61692	1.61668	1.6	3.4
01.01.2010 05:48:09.652 GMT+0300	1.61695	1.61665	5.6	3.2
01.01.2010 05:48:09.712 GMT+0300	1.61695	1.61665	1	8
01.01.2010 05:48:10.162 GMT+0300	1.61695	1.61665	1	2.4
01.01.2010 05:48:10.282 GMT+0300	1.61695	1.61665	3.2	3.8
01.01.2010 05:48:10.502 GMT+0300	1.61692	1.61668	4.3	1.4
01.01.2010 05:48:10.851 GMT+0300	1.61692	1.61668	2.4	5.6
01.01.2010 05:48:11.202 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:48:11.561 GMT+0300	1.61692	1.61668	1	5.7
01.01.2010 05:48:11.621 GMT+0300	1.61692	1.61668	1	2.6
01.01.2010 05:48:11.781 GMT+0300	1.61695	1.61665	1	2.4
01.01.2010 05:48:11.901 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:48:12.021 GMT+0300	1.61692	1.61668	1.7	1.8
01.01.2010 05:48:12.131 GMT+0300	1.61692	1.61668	1.6	1
01.01.2010 05:48:12.311 GMT+0300	1.61695	1.61665	7.4	1.6
01.01.2010 05:48:12.371 GMT+0300	1.61695	1.61665	1	3.2
01.01.2010 05:48:12.601 GMT+0300	1.61692	1.61668	1	2.2
01.01.2010 05:48:12.661 GMT+0300	1.61698	1.61662	1	1.6
01.01.2010 05:48:13.131 GMT+0300	1.61692	1.61668	4.9	1.6
01.01.2010 05:48:13.301 GMT+0300	1.61695	1.61665	2.4	2.4
01.01.2010 05:48:13.531 GMT+0300	1.61692	1.61668	3.6	1.6
01.01.2010 05:48:13.771 GMT+0300	1.61695	1.61665	2	1.6
01.01.2010 05:48:13.951 GMT+0300	1.61692	1.61668	1.3	5.2
01.01.2010 05:48:14.071 GMT+0300	1.61692	1.61668	1.2	1.6
01.01.2010 05:48:14.231 GMT+0300	1.61695	1.61665	1	2.3
01.01.2010 05:48:14.580 GMT+0300	1.61692	1.61668	3.4	1.6
01.01.2010 05:48:14.751 GMT+0300	1.61698	1.61662	1.7	1.1
01.01.2010 05:48:15.101 GMT+0300	1.61695	1.61665	1.6	8.4
01.01.2010 05:48:15.451 GMT+0300	1.61692	1.61668	1	8
01.01.2010 05:48:15.810 GMT+0300	1.61695	1.61665	1.7	1.6
01.01.2010 05:48:16.150 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:48:16.490 GMT+0300	1.61692	1.61668	7.2	1.6
01.01.2010 05:48:16.830 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:48:16.940 GMT+0300	1.61692	1.61668	2.5	1
01.01.2010 05:48:17.160 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:48:17.390 GMT+0300	1.61698	1.61662	1.6	3.6
01.01.2010 05:48:19.699 GMT+0300	1.617	1.6166	2.1	1.6
01.01.2010 05:48:19.819 GMT+0300	1.61698	1.61662	1	1.6
01.01.2010 05:48:22.019 GMT+0300	1.61698	1.61662	2.7	2.2
01.01.2010 05:48:22.139 GMT+0300	1.61692	1.61668	1	2.4
01.01.2010 05:48:22.589 GMT+0300	1.61692	1.61668	1.6	1
01.01.2010 05:48:22.929 GMT+0300	1.61698	1.61662	9.3	3
01.01.2010 05:48:23.558 GMT+0300	1.61698	1.61662	2.5	1
01.01.2010 05:48:24.248 GMT+0300	1.61698	1.61662	1.6	1
01.01.2010 05:48:24.368 GMT+0300	1.61695	1.61665	4.6	6
01.01.2010 05:48:24.658 GMT+0300	1.61695	1.61665	1.7	1
01.01.2010 05:48:25.708 GMT+0300	1.61698	1.61662	1	1
01.01.2010 05:48:25.948 GMT+0300	1.61698	1.61662	1	2.1
01.01.2010 05:48:32.756 GMT+0300	1.61698	1.61662	2.8	2.1
01.01.2010 05:48:32.976 GMT+0300	1.61698	1.61662	1.7	4.6
01.01.2010 05:48:34.415 GMT+0300	1.61698	1.61662	1	1
01.01.2010 05:48:34.646 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:48:35.266 GMT+0300	1.61695	1.61665	2.5	3.8
01.01.2010 05:48:36.495 GMT+0300	1.61695	1.61665	1	3.1
01.01.2010 05:48:38.920 GMT+0300	1.61695	1.61665	1.6	1.6
01.01.2010 05:48:40.324 GMT+0300	1.61695	1.61665	1.7	1
01.01.2010 05:48:40.674 GMT+0300	1.61693	1.61667	4.8	7
01.01.2010 05:48:41.004 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:49:11.284 GMT+0300	1.61695	1.61665	1.6	4
01.01.2010 05:49:47.666 GMT+0300	1.61698	1.61662	1.6	3.2
01.01.2010 05:49:51.335 GMT+0300	1.617	1.6166	2.4	1.8
01.01.2010 05:49:55.444 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:49:55.843 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:50:07.376 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:50:07.556 GMT+0300	1.61692	1.61668	1.2	1.4
01.01.2010 05:50:07.726 GMT+0300	1.61695	1.61665	4.1	1.4
01.01.2010 05:50:10.146 GMT+0300	1.61695	1.61665	4	2
01.01.2010 05:50:10.266 GMT+0300	1.61695	1.61665	3.6	7
01.01.2010 05:50:10.566 GMT+0300	1.61693	1.61667	2	4
01.01.2010 05:50:10.915 GMT+0300	1.61693	1.61667	5.2	4.6
01.01.2010 05:50:11.825 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:50:12.055 GMT+0300	1.61698	1.61662	4.1	3
01.01.2010 05:50:12.345 GMT+0300	1.61698	1.61662	1.6	1
01.01.2010 05:50:16.194 GMT+0300	1.61698	1.61662	1	1
01.01.2010 05:50:16.474 GMT+0300	1.61695	1.61665	3.7	4.6
01.01.2010 05:50:17.114 GMT+0300	1.61698	1.61662	1	2.4
01.01.2010 05:50:17.394 GMT+0300	1.61687	1.61673	1	1.7
01.01.2010 05:50:18.563 GMT+0300	1.61687	1.61673	1	4.6
01.01.2010 05:50:18.903 GMT+0300	1.6169	1.6167	1	1.6
01.01.2010 05:50:19.193 GMT+0300	1.61692	1.61668	1	1.6
01.01.2010 05:50:19.643 GMT+0300	1.61692	1.61668	1.9	1
01.01.2010 05:50:21.193 GMT+0300	1.61692	1.61668	1.8	3.2
01.01.2010 05:50:22.733 GMT+0300	1.61692	1.61668	3.2	1.6
01.01.2010 05:50:24.592 GMT+0300	1.6169	1.6167	1	1.6
01.01.2010 05:50:40.589 GMT+0300	1.61692	1.61668	2.7	3.8
01.01.2010 05:50:43.778 GMT+0300	1.61692	1.61668	11.2	3
01.01.2010 05:50:43.888 GMT+0300	1.61692	1.61668	1.2	1.6
01.01.2010 05:50:47.667 GMT+0300	1.61695	1.61665	1	2.6
01.01.2010 05:50:51.406 GMT+0300	1.61693	1.61667	5.6	2
01.01.2010 05:50:57.724 GMT+0300	1.6169	1.6167	1	3.6
01.01.2010 05:50:58.054 GMT+0300	1.61692	1.61668	1	1.6
01.01.2010 05:50:58.404 GMT+0300	1.61687	1.61673	1.6	1.6
01.01.2010 05:51:00.519 GMT+0300	1.6169	1.6167	1	1
01.01.2010 05:51:02.418 GMT+0300	1.61682	1.61678	2.5	4.2
01.01.2010 05:51:02.808 GMT+0300	1.61685	1.61675	1	1
01.01.2010 05:51:10.216 GMT+0300	1.61685	1.61675	1	1.6
01.01.2010 05:51:10.327 GMT+0300	1.61693	1.61667	1.2	1
01.01.2010 05:51:24.433 GMT+0300	1.61693	1.61667	1	2.4
01.01.2010 05:51:25.053 GMT+0300	1.61693	1.61667	1	1
01.01.2010 05:51:46.788 GMT+0300	1.61693	1.61667	5.7	1
01.01.2010 05:51:47.667 GMT+0300	1.61693	1.61667	2.7	6
01.01.2010 05:52:38.779 GMT+0300	1.61695	1.61665	3.9	1.6
01.01.2010 05:52:38.889 GMT+0300	1.61693	1.61667	1.1	1
01.01.2010 05:52:47.157 GMT+0300	1.61695	1.61665	5.2	1.6
01.01.2010 05:52:49.537 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:52:52.236 GMT+0300	1.61695	1.61665	4.4	1.6
01.01.2010 05:52:52.516 GMT+0300	1.61693	1.61667	6.2	4.6
01.01.2010 05:52:53.685 GMT+0300	1.61695	1.61665	1	1.5
01.01.2010 05:52:53.985 GMT+0300	1.61698	1.61662	1	2.7
01.01.2010 05:52:54.275 GMT+0300	1.61698	1.61662	1	2.3
01.01.2010 05:52:58.084 GMT+0300	1.61695	1.61665	6	7.8
01.01.2010 05:53:01.225 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:53:01.455 GMT+0300	1.61698	1.61662	4.1	1.4
01.01.2010 05:53:01.685 GMT+0300	1.61695	1.61665	1.6	7.4
01.01.2010 05:53:06.993 GMT+0300	1.61698	1.61662	2.9	4
01.01.2010 05:53:07.174 GMT+0300	1.61698	1.61662	1.1	1.8
01.01.2010 05:53:08.273 GMT+0300	1.61698	1.61662	1.6	3.4
01.01.2010 05:53:08.613 GMT+0300	1.61698	1.61662	1	3.2
01.01.2010 05:53:12.462 GMT+0300	1.61695	1.61665	1	4.8
01.01.2010 05:53:12.742 GMT+0300	1.61698	1.61662	5	1
01.01.2010 05:53:19.160 GMT+0300	1.61695	1.61665	1.6	1.3
01.01.2010 05:53:19.631 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:53:23.270 GMT+0300	1.61698	1.61662	1	2.8
01.01.2010 05:53:23.630 GMT+0300	1.61695	1.61665	1	7.2
01.01.2010 05:53:23.810 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:53:23.980 GMT+0300	1.61693	1.61667	3.7	4.6
01.01.2010 05:53:24.099 GMT+0300	1.61693	1.61667	1	2.2
01.01.2010 05:53:24.879 GMT+0300	1.61693	1.61667	1.5	1
01.01.2010 05:53:25.039 GMT+0300	1.61693	1.61667	7.2	1.6
01.01.2010 05:53:26.709 GMT+0300	1.61693	1.61667	3.2	4.6
01.01.2010 05:53:30.488 GMT+0300	1.61693	1.61667	2.1	3
01.01.2010 05:53:30.728 GMT+0300	1.61695	1.61665	3.6	1.7
01.01.2010 05:53:32.997 GMT+0300	1.61693	1.61667	3.2	2
01.01.2010 05:53:34.637 GMT+0300	1.61693	1.61667	6.7	3.6
01.01.2010 05:53:34.757 GMT+0300	1.61693	1.61667	3.6	1.8
01.01.2010 05:53:37.556 GMT+0300	1.61693	1.61667	2.4	1
01.01.2010 05:53:39.158 GMT+0300	1.61693	1.61667	1	1.7
01.01.2010 05:53:53.682 GMT+0300	1.61693	1.61667	1	1
01.01.2010 05:53:55.882 GMT+0300	1.61693	1.61667	11.3	1
01.01.2010 05:53:56.842 GMT+0300	1.61693	1.61667	5.2	1.6
01.01.2010 05:53:56.961 GMT+0300	1.61693	1.61667	1	2.2
01.01.2010 05:53:59.261 GMT+0300	1.61693	1.61667	9.4	3.2
01.01.2010 05:53:59.541 GMT+0300	1.6169	1.6167	3.2	1
01.01.2010 05:53:59.771 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:53:59.881 GMT+0300	1.61693	1.61667	6.8	1.6
01.01.2010 05:54:02.038 GMT+0300	1.61695	1.61665	3.2	1.6
01.01.2010 05:54:02.378 GMT+0300	1.61687	1.61673	2	4.1
01.01.2010 05:54:02.728 GMT+0300	1.61687	1.61673	1	1.6
01.01.2010 05:54:03.078 GMT+0300	1.61693	1.61667	1	3.7
01.01.2010 05:54:03.407 GMT+0300	1.61695	1.61665	4.1	1.4
01.01.2010 05:54:03.868 GMT+0300	1.6169	1.6167	4.9	1.6
01.01.2010 05:54:05.817 GMT+0300	1.6169	1.6167	1	1
01.01.2010 05:54:06.547 GMT+0300	1.61693	1.61667	6.9	1.6
01.01.2010 05:54:08.706 GMT+0300	1.6169	1.6167	1	1.6
01.01.2010 05:54:10.076 GMT+0300	1.61693	1.61667	1.5	1
01.01.2010 05:54:10.196 GMT+0300	1.61682	1.61678	7.2	1.6
01.01.2010 05:54:11.116 GMT+0300	1.61693	1.61667	1	1.6
01.01.2010 05:54:11.466 GMT+0300	1.6169	1.6167	11.2	1
01.01.2010 05:54:11.766 GMT+0300	1.6169	1.6167	1	1
01.01.2010 05:54:12.106 GMT+0300	1.61692	1.61668	4.5	1.4
01.01.2010 05:54:12.585 GMT+0300	1.61695	1.61665	2.8	1
01.01.2010 05:54:12.985 GMT+0300	1.61695	1.61665	4.2	1
01.01.2010 05:54:13.385 GMT+0300	1.61695	1.61665	6.4	2.4
01.01.2010 05:54:14.085 GMT+0300	1.61685	1.61675	1.6	1
01.01.2010 05:54:14.415 GMT+0300	1.61685	1.61675	9.1	1.6
01.01.2010 05:54:14.585 GMT+0300	1.61688	1.61672	3.8	2.3
01.01.2010 05:54:14.695 GMT+0300	1.61695	1.61665	5.1	1.6
01.01.2010 05:54:14.865 GMT+0300	1.61693	1.61667	4	4
01.01.2010 05:54:14.985 GMT+0300	1.61693	1.61667	8	1
01.01.2010 05:54:15.155 GMT+0300	1.61688	1.61672	1	1.7
01.01.2010 05:54:15.265 GMT+0300	1.61687	1.61673	1.6	2.4
01.01.2010 05:54:15.445 GMT+0300	1.61687	1.61673	6.8	1
01.01.2010 05:54:17.524 GMT+0300	1.61685	1.61675	7.7	1.6
01.01.2010 05:54:19.704 GMT+0300	1.61685	1.61675	1	2.6
01.01.2010 05:54:22.173 GMT+0300	1.61693	1.61667	4.4	3.2
01.01.2010 05:54:22.523 GMT+0300	1.61695	1.61665	1	2.2
01.01.2010 05:54:22.913 GMT+0300	1.61688	1.61672	4	1
01.01.2010 05:54:23.143 GMT+0300	1.6169	1.6167	1	1.6
01.01.2010 05:54:44.003 GMT+0300	1.61695	1.61665	1	1.7
01.01.2010 05:55:14.602 GMT+0300	1.61687	1.61673	1.2	1.1
01.01.2010 05:55:49.442 GMT+0300	1.61693	1.61667	2	1
01.01.2010 05:56:01.193 GMT+0300	1.6169	1.6167	1	1.6
01.01.2010 05:56:19.689 GMT+0300	1.6169	1.6167	1	1.6
01.01.2010 05:56:38.254 GMT+0300	1.61687	1.61673	3.6	1
01.01.2010 05:56:38.594 GMT+0300	1.61687	1.61673	1	1
01.01.2010 05:56:38.754 GMT+0300	1.61687	1.61673	1.6	1
01.01.2010 05:56:38.924 GMT+0300	1.61687	1.61673	1	1.6
01.01.2010 05:56:41.004 GMT+0300	1.61685	1.61675	2.4	1
01.01.2010 05:56:47.072 GMT+0300	1.61687	1.61673	4.1	3
01.01.2010 05:56:52.741 GMT+0300	1.61687	1.61673	3.2	5.2
01.01.2010 05:56:53.261 GMT+0300	1.61687	1.61673	1	3.4
01.01.2010 05:56:58.729 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:57:24.144 GMT+0300	1.61695	1.61665	1.6	1.6
01.01.2010 05:57:25.803 GMT+0300	1.61695	1.61665	1.7	4.4
01.01.2010 05:57:26.313 GMT+0300	1.61695	1.61665	4	1.6
01.01.2010 05:57:26.713 GMT+0300	1.61695	1.61665	3.6	1.6
01.01.2010 05:57:29.162 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:57:29.392 GMT+0300	1.61695	1.61665	4.3	1.6
01.01.2010 05:57:29.622 GMT+0300	1.6169	1.6167	1	1
01.01.2010 05:57:29.912 GMT+0300	1.61688	1.61672	2	4
01.01.2010 05:57:30.182 GMT+0300	1.61685	1.61675	1	1.6
01.01.2010 05:57:30.522 GMT+0300	1.61687	1.61673	1	1
01.01.2010 05:57:46.968 GMT+0300	1.61685	1.61675	9.6	1.6
01.01.2010 05:57:47.888 GMT+0300	1.61687	1.61673	1	1
01.01.2010 05:57:48.578 GMT+0300	1.6169	1.6167	7.9	9
01.01.2010 05:57:49.967 GMT+0300	1.61692	1.61668	1.6	1
01.01.2010 05:57:50.327 GMT+0300	1.61695	1.61665	1	7.4
01.01.2010 05:57:50.617 GMT+0300	1.61695	1.61665	1.5	1.8
01.01.2010 05:57:52.167 GMT+0300	1.61695	1.61665	2	1.6
01.01.2010 05:57:52.517 GMT+0300	1.61695	1.61665	1.1	1
01.01.2010 05:57:52.797 GMT+0300	1.61693	1.61667	8.9	1.6
01.01.2010 05:57:53.087 GMT+0300	1.61693	1.61667	6.8	7.2
01.01.2010 05:57:53.376 GMT+0300	1.61693	1.61667	5.2	1.6
01.01.2010 05:57:53.607 GMT+0300	1.6169	1.6167	1	1
01.01.2010 05:57:56.246 GMT+0300	1.6169	1.6167	5.2	1
01.01.2010 05:58:00.356 GMT+0300	1.61687	1.61673	5.6	3.2
01.01.2010 05:58:00.646 GMT+0300	1.61687	1.61673	1.6	2.2
01.01.2010 05:58:01.855 GMT+0300	1.61687	1.61673	1	5.4
01.01.2010 05:58:11.813 GMT+0300	1.61687	1.61673	2.3	1
01.01.2010 05:58:13.102 GMT+0300	1.6169	1.6167	1	1
01.01.2010 05:58:19.501 GMT+0300	1.61695	1.61665	1.6	1
01.01.2010 05:58:20.431 GMT+0300	1.61693	1.61667	1	1.6
01.01.2010 05:58:20.601 GMT+0300	1.61693	1.61667	1.6	1.6
01.01.2010 05:58:20.721 GMT+0300	1.61693	1.61667	1.6	3.2
01.01.2010 05:58:27.509 GMT+0300	1.61687	1.61673	1.6	1
01.01.2010 05:58:27.789 GMT+0300	1.61695	1.61665	4.4	5
01.01.2010 05:58:28.649 GMT+0300	1.61695	1.61665	3.2	1
01.01.2010 05:58:28.869 GMT+0300	1.61695	1.61665	2	1.6
01.01.2010 05:58:29.229 GMT+0300	1.61695	1.61665	2.4	1
01.01.2010 05:58:29.529 GMT+0300	1.61695	1.61665	3.2	1
01.01.2010 05:58:29.879 GMT+0300	1.61695	1.61665	6.8	2.4
01.01.2010 05:58:30.228 GMT+0300	1.61695	1.61665	1	4
01.01.2010 05:58:30.618 GMT+0300	1.61695	1.61665	4.1	1
01.01.2010 05:58:30.738 GMT+0300	1.61695	1.61665	1.6	1.4
01.01.2010 05:58:30.798 GMT+0300	1.61695	1.61665	1	3.2
01.01.2010 05:58:31.208 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:58:31.438 GMT+0300	1.61695	1.61665	1.6	1.6
01.01.2010 05:58:31.498 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:58:31.788 GMT+0300	1.61695	1.61665	1.6	6
01.01.2010 05:58:32.088 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:58:32.318 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:58:32.608 GMT+0300	1.61695	1.61665	4	1
01.01.2010 05:58:36.987 GMT+0300	1.61695	1.61665	4	5.6
01.01.2010 05:58:37.507 GMT+0300	1.61693	1.61667	4.4	1.6
01.01.2010 05:58:38.956 GMT+0300	1.61695	1.61665	1	1.8
01.01.2010 05:58:39.246 GMT+0300	1.617	1.6166	1.7	7
01.01.2010 05:58:40.326 GMT+0300	1.61695	1.61665	2.6	1
01.01.2010 05:58:40.666 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:58:41.716 GMT+0300	1.61695	1.61665	1	1
01.01.2010 05:58:42.046 GMT+0300	1.61695	1.61665	1.7	1
01.01.2010 05:58:42.685 GMT+0300	1.61695	1.61665	1.7	5
01.01.2010 05:58:43.025 GMT+0300	1.61698	1.61662	9.6	1
01.01.2010 05:58:43.365 GMT+0300	1.61698	1.61662	1.7	2.4
01.01.2010 05:58:46.375 GMT+0300	1.61685	1.61675	1	1.6
01.01.2010 05:58:56.942 GMT+0300	1.61687	1.61673	2.8	3.7
01.01.2010 05:58:57.472 GMT+0300	1.61685	1.61675	1	3.5
01.01.2010 05:58:57.752 GMT+0300	1.61685	1.61675	1.7	4.2
01.01.2010 05:58:57.992 GMT+0300	1.61687	1.61673	2	3.6
01.01.2010 05:58:58.342 GMT+0300	1.61687	1.61673	5.5	1.6
01.01.2010 05:58:58.682 GMT+0300	1.61685	1.61675	1	1
01.01.2010 05:58:59.521 GMT+0300	1.6169	1.6167	3.2	5.6
01.01.2010 05:58:59.881 GMT+0300	1.6169	1.6167	1	3.6
01.01.2010 05:59:00.012 GMT+0300	1.61692	1.61668	7.7	3
01.01.2010 05:59:03.862 GMT+0300	1.61693	1.61667	4	9.6
01.01.2010 05:59:04.211 GMT+0300	1.61693	1.61667	1.6	5.4
01.01.2010 05:59:05.891 GMT+0300	1.61693	1.61667	1.6	3.6
01.01.2010 05:59:07.430 GMT+0300	1.61693	1.61667	1	1.6
01.01.2010 05:59:07.670 GMT+0300	1.6169	1.6167	1	3.8
01.01.2010 05:59:07.961 GMT+0300	1.61685	1.61675	4.4	1.6
01.01.2010 05:59:11.120 GMT+0300	1.61695	1.61665	1	3.2
01.01.2010 05:59:11.469 GMT+0300	1.61695	1.61665	7.1	1.6
01.01.2010 05:59:12.769 GMT+0300	1.61695	1.61665	1	1.4
01.01.2010 05:59:13.349 GMT+0300	1.61693	1.61667	1	3.6
01.01.2010 05:59:13.469 GMT+0300	1.61693	1.61667	1.6	3.6
01.01.2010 05:59:13.759 GMT+0300	1.6169	1.6167	1	5.3
01.01.2010 05:59:13.869 GMT+0300	1.6169	1.6167	1	1.6
01.01.2010 05:59:13.989 GMT+0300	1.61695	1.61665	2.8	1
01.01.2010 05:59:14.099 GMT+0300	1.61695	1.61665	1	2.5
01.01.2010 05:59:15.149 GMT+0300	1.61695	1.61665	1	1.6
01.01.2010 05:59:15.498 GMT+0300	1.6169	1.6167	1.6	1.4
01.01.2010 05:59:15.608 GMT+0300	1.6169	1.6167	6.1	1.4
01.01.2010 05:59:15.719 GMT+0300	1.6169	1.6167	1	8.6
01.01.2010 05:59:24.086 GMT+0300	1.61698	1.61662	1	1
01.01.2010 05:59:26.686 GMT+0300	1.61693	1.61667	1	1
01.01.2010 05:59:30.885 GMT+0300	1.61693	1.61667	3.2	1.6
01.01.2010 05:59:33.054 GMT+0300	1.61693	1.61667	1	3.6
01.01.2010 05:59:33.744 GMT+0300	1.61693	1.61667	7.7	1.4
01.01.2010 05:59:34.554 GMT+0300	1.61695	1.61665	2	1.7
01.01.2010 05:59:35.463 GMT+0300	1.61698	1.61662	1	3.7
01.01.2010 05:59:36.394 GMT+0300	1.6169	1.6167	1.9	1.6
01.01.2010 05:59:36.724 GMT+0300	1.61688	1.61672	2.5	2.4
01.01.2010 05:59:38.733 GMT+0300	1.6169	1.6167	2.8	1
01.01.2010 05:59:38.903 GMT+0300	1.61688	1.61672	2	1.6
01.01.2010 05:59:42.922 GMT+0300	1.61688	1.61672	1.2	1
01.01.2010 05:59:43.152 GMT+0300	1.61688	1.61672	1.6	1
01.01.2010 05:59:43.332 GMT+0300	1.61685	1.61675	5.3	1.4
01.01.2010 05:59:43.571 GMT+0300	1.61687	1.61673	1	2.7
01.01.2010 05:59:43.792 GMT+0300	1.61687	1.61673	4	4
01.01.2010 05:59:44.561 GMT+0300	1.6169	1.6167	2	5.2
01.01.2010 05:59:44.732 GMT+0300	1.61687	1.61673	4.6	1
01.01.2010 05:59:45.121 GMT+0300	1.61687	1.61673	1	1.4
01.01.2010 05:59:45.461 GMT+0300	1.61687	1.61673	1	3.2
