Local time	Ask	Bid	AskVolume	BidVolume
01.01.2010 06:27:12.175 GMT+0300	1.43296	1.43285	1.9	1.5
01.01.2010 06:27:14.818 GMT+0300	1.43296	1.43285	3.5	5.9
01.01.2010 06:27:14.951 GMT+0300	1.43297	1.43285	3.8	2.3
01.01.2010 06:27:17.830 GMT+0300	1.43297	1.43285	1.5	5.5
01.01.2010 06:27:18.168 GMT+0300	1.43296	1.43289	1.5	2.7
01.01.2010 06:27:19.535 GMT+0300	1.43298	1.43288	1.5	1.7
01.01.2010 06:27:19.911 GMT+0300	1.43295	1.43288	1.5	1.4
01.01.2010 06:27:21.140 GMT+0300	1.43296	1.43286	1.5	6.4
01.01.2010 06:27:21.945 GMT+0300	1.43296	1.43284	1.7	1.5
01.01.2010 06:27:22.071 GMT+0300	1.43295	1.43283	2.3	2.5
01.01.2010 06:27:22.454 GMT+0300	1.43292	1.43286	3.2	1.7
01.01.2010 06:27:22.897 GMT+0300	1.43297	1.43285	1.5	2.7
01.01.2010 06:27:24.965 GMT+0300	1.43297	1.43285	1.1	2.3
01.01.2010 06:27:27.387 GMT+0300	1.43298	1.43286	1.5	2.5
01.01.2010 06:27:29.959 GMT+0300	1.43296	1.4329	3.1	4.4
01.01.2010 06:27:31.258 GMT+0300	1.43296	1.43287	4.7	1.5
01.01.2010 06:27:31.584 GMT+0300	1.43297	1.43285	3.8	1.9
01.01.2010 06:27:34.221 GMT+0300	1.43295	1.43283	2.5	6
01.01.2010 06:27:37.223 GMT+0300	1.43294	1.43282	3.2	1.5
01.01.2010 06:27:39.304 GMT+0300	1.43289	1.43285	1.7	1.5
01.01.2010 06:27:41.722 GMT+0300	1.43289	1.43283	1.5	4.2
01.01.2010 06:27:43.474 GMT+0300	1.43292	1.43284	1.5	2.5
01.01.2010 06:27:46.048 GMT+0300	1.43295	1.43284	12.8	1.4
01.01.2010 06:27:48.150 GMT+0300	1.43296	1.43285	1.5	1.5
01.01.2010 06:27:48.280 GMT+0300	1.43293	1.4329	1.9	2.3
01.01.2010 06:27:49.171 GMT+0300	1.43296	1.43287	1.5	2.7
01.01.2010 06:27:49.929 GMT+0300	1.43294	1.43289	1.9	2.1
01.01.2010 06:27:51.995 GMT+0300	1.43295	1.43283	1.7	1.5
01.01.2010 06:27:54.542 GMT+0300	1.4329	1.43282	3	1.5
01.01.2010 06:27:58.765 GMT+0300	1.43288	1.43278	7.9	3.6
01.01.2010 06:28:09.724 GMT+0300	1.43294	1.4329	5.1	3
01.01.2010 06:28:10.162 GMT+0300	1.43298	1.43287	1.5	1.9
01.01.2010 06:28:10.952 GMT+0300	1.43299	1.43289	2.5	1.5
01.01.2010 06:28:13.073 GMT+0300	1.43298	1.43292	2.3	2.9
01.01.2010 06:28:15.125 GMT+0300	1.43298	1.4329	1.7	3
01.01.2010 06:28:17.862 GMT+0300	1.43297	1.43287	2.5	2.1
01.01.2010 06:28:20.144 GMT+0300	1.43294	1.43286	1.2	4.5
01.01.2010 06:28:23.994 GMT+0300	1.43289	1.43282	1.7	2.3
01.01.2010 06:28:26.068 GMT+0300	1.43287	1.43283	1.5	4.2
01.01.2010 06:28:26.537 GMT+0300	1.43293	1.43281	1.2	1.5
01.01.2010 06:28:27.237 GMT+0300	1.43295	1.43285	1.5	4.2
01.01.2010 06:28:27.922 GMT+0300	1.43293	1.43289	3.2	3.4
01.01.2010 06:28:29.064 GMT+0300	1.43296	1.43287	1.7	1.5
01.01.2010 06:28:29.418 GMT+0300	1.43295	1.43289	1.2	5.4
01.01.2010 06:28:31.173 GMT+0300	1.43293	1.43289	1.5	1.9
01.01.2010 06:28:33.425 GMT+0300	1.43296	1.43286	6.2	1.2
01.01.2010 06:28:36.049 GMT+0300	1.43298	1.43286	1.7	4.2
01.01.2010 06:28:36.629 GMT+0300	1.43298	1.43286	1.9	1.5
01.01.2010 06:28:40.199 GMT+0300	1.43298	1.43286	1.5	2.5
01.01.2010 06:28:42.539 GMT+0300	1.43297	1.43287	1.7	1.5
01.01.2010 06:28:44.095 GMT+0300	1.43296	1.43289	1.5	2.3
01.01.2010 06:28:47.296 GMT+0300	1.43298	1.43288	2.1	1.5
01.01.2010 06:28:49.427 GMT+0300	1.433	1.43289	2.7	3
01.01.2010 06:28:51.541 GMT+0300	1.43299	1.43292	4.7	3.2
01.01.2010 06:28:57.201 GMT+0300	1.43301	1.43295	1.5	3.8
01.01.2010 06:29:03.032 GMT+0300	1.43303	1.43293	2.5	1.5
01.01.2010 06:29:05.201 GMT+0300	1.43301	1.43293	3	1.5
01.01.2010 06:29:08.152 GMT+0300	1.43299	1.4329	1.9	1.7
01.01.2010 06:29:10.461 GMT+0300	1.43293	1.43285	2.3	5.4
01.01.2010 06:29:12.644 GMT+0300	1.43289	1.43283	2.3	2.9
01.01.2010 06:29:15.064 GMT+0300	1.4329	1.4328	1.5	5.3
01.01.2010 06:29:17.804 GMT+0300	1.43292	1.43282	2	1.9
01.01.2010 06:29:26.248 GMT+0300	1.43293	1.43283	3.8	1.9
01.01.2010 06:29:31.447 GMT+0300	1.43294	1.43284	1.5	7.4
01.01.2010 06:29:38.206 GMT+0300	1.43295	1.43286	4.5	1.5
01.01.2010 06:29:41.231 GMT+0300	1.43293	1.43288	2.5	3
01.01.2010 06:29:43.245 GMT+0300	1.43295	1.43285	1.5	1.4
01.01.2010 06:29:45.934 GMT+0300	1.43294	1.43284	1.5	4.4
01.01.2010 06:29:49.758 GMT+0300	1.43295	1.43287	1.5	5.1
01.01.2010 06:29:54.273 GMT+0300	1.433	1.43291	2.7	1.5
01.01.2010 06:29:57.727 GMT+0300	1.43302	1.43292	2.7	3
01.01.2010 06:30:04.014 GMT+0300	1.43292	1.4328	3	1.7
01.01.2010 06:30:08.466 GMT+0300	1.43282	1.43279	2.5	2.5
01.01.2010 06:30:09.058 GMT+0300	1.43278	1.4327	3.6	2.7
01.01.2010 06:30:11.409 GMT+0300	1.43275	1.43265	2.9	1.5
01.01.2010 06:30:17.046 GMT+0300	1.43272	1.43262	1.5	1.5
01.01.2010 06:30:17.477 GMT+0300	1.43272	1.43262	1.7	1.5
01.01.2010 06:30:25.370 GMT+0300	1.43273	1.43265	1.9	2.1
01.01.2010 06:30:27.699 GMT+0300	1.43279	1.4327	6.6	1.5
01.01.2010 06:30:30.338 GMT+0300	1.43286	1.43278	2.5	1.5
01.01.2010 06:30:36.219 GMT+0300	1.43295	1.43285	2.3	2.5
01.01.2010 06:30:40.837 GMT+0300	1.43297	1.43285	1.7	1.5
01.01.2010 06:30:45.512 GMT+0300	1.43291	1.43281	4.2	1.4
01.01.2010 06:30:48.709 GMT+0300	1.43285	1.43275	1.9	1.9
01.01.2010 06:30:49.332 GMT+0300	1.43276	1.43269	4	1.5
01.01.2010 06:30:50.454 GMT+0300	1.43269	1.43261	3.8	3.6
01.01.2010 06:30:51.016 GMT+0300	1.43265	1.43257	1.5	1.4
01.01.2010 06:30:51.641 GMT+0300	1.43258	1.43256	1.5	3.8
01.01.2010 06:30:51.782 GMT+0300	1.43258	1.43248	1.9	1.7
01.01.2010 06:30:52.129 GMT+0300	1.43251	1.4324	2.9	1.5
01.01.2010 06:30:52.349 GMT+0300	1.43243	1.43234	20.4	1.4
01.01.2010 06:30:58.633 GMT+0300	1.4324	1.4323	1.4	1.5
01.01.2010 06:31:03.711 GMT+0300	1.43237	1.43227	2.5	1.5
01.01.2010 06:31:05.691 GMT+0300	1.43241	1.43231	2.7	3
01.01.2010 06:31:06.231 GMT+0300	1.4324	1.43233	2.5	1.9
01.01.2010 06:31:08.531 GMT+0300	1.43243	1.43232	1.5	4.4
01.01.2010 06:31:11.313 GMT+0300	1.43243	1.43231	4.4	3.4
01.01.2010 06:31:13.356 GMT+0300	1.43241	1.43231	3	1.7
01.01.2010 06:31:15.649 GMT+0300	1.43239	1.43231	2.3	1.5
01.01.2010 06:31:17.740 GMT+0300	1.43241	1.43231	2.3	1.9
01.01.2010 06:31:18.299 GMT+0300	1.43243	1.43233	1.7	1.5
01.01.2010 06:31:18.412 GMT+0300	1.43246	1.43236	1.4	1.5
01.01.2010 06:31:23.517 GMT+0300	1.43248	1.43242	1.5	2.7
01.01.2010 06:31:23.998 GMT+0300	1.43246	1.43242	6	1.7
01.01.2010 06:31:24.230 GMT+0300	1.43244	1.43236	1.5	1.7
01.01.2010 06:31:24.353 GMT+0300	1.43238	1.43234	1.5	2.3
01.01.2010 06:31:24.801 GMT+0300	1.43241	1.43231	4.7	2.3
01.01.2010 06:31:26.660 GMT+0300	1.43241	1.43229	1.5	2.3
01.01.2010 06:31:45.392 GMT+0300	1.43241	1.43231	1.7	17.1
01.01.2010 06:31:49.559 GMT+0300	1.43242	1.43232	1.5	2.5
01.01.2010 06:31:50.431 GMT+0300	1.43239	1.43235	1.5	1.7
01.01.2010 06:31:51.818 GMT+0300	1.43239	1.43231	2.5	1.5
01.01.2010 06:31:53.815 GMT+0300	1.43238	1.43228	2.6	1.7
01.01.2010 06:31:54.189 GMT+0300	1.43234	1.43225	1.7	1.7
01.01.2010 06:31:57.590 GMT+0300	1.43231	1.4322	1.7	1.5
01.01.2010 06:31:58.810 GMT+0300	1.43227	1.43219	1.5	4.4
01.01.2010 06:32:01.798 GMT+0300	1.43266	1.43256	1.7	7.5
01.01.2010 06:32:04.749 GMT+0300	1.43266	1.43257	1.7	1.5
01.01.2010 06:32:07.956 GMT+0300	1.43264	1.43254	2.7	4.9
01.01.2010 06:32:09.994 GMT+0300	1.43258	1.43252	3.8	1.5
01.01.2010 06:32:10.108 GMT+0300	1.43259	1.43249	2.5	1.5
01.01.2010 06:32:12.927 GMT+0300	1.43261	1.43251	1.5	1.9
01.01.2010 06:32:15.198 GMT+0300	1.43264	1.43252	1.5	3.9
01.01.2010 06:32:17.234 GMT+0300	1.43263	1.43255	1.5	1.7
01.01.2010 06:32:20.238 GMT+0300	1.43266	1.43254	1.5	1.7
01.01.2010 06:32:25.618 GMT+0300	1.43269	1.43257	3.8	13.6
01.01.2010 06:32:26.194 GMT+0300	1.43273	1.43263	1.5	6
01.01.2010 06:32:28.877 GMT+0300	1.43278	1.43266	1.5	1.9
01.01.2010 06:32:41.542 GMT+0300	1.4328	1.43272	1.7	1.5
01.01.2010 06:33:01.371 GMT+0300	1.43294	1.43287	1.5	1.4
01.01.2010 06:33:04.789 GMT+0300	1.43297	1.43286	1.4	2.3
01.01.2010 06:33:07.064 GMT+0300	1.43297	1.43285	2.1	3
01.01.2010 06:33:09.105 GMT+0300	1.43295	1.43283	1.5	5.6
01.01.2010 06:33:14.141 GMT+0300	1.43292	1.43284	1.5	3.8
01.01.2010 06:33:16.636 GMT+0300	1.43287	1.43281	1.5	2.3
01.01.2010 06:33:18.685 GMT+0300	1.43288	1.4328	1.5	3.4
01.01.2010 06:33:24.309 GMT+0300	1.43291	1.43281	1.5	4.2
01.01.2010 06:33:26.881 GMT+0300	1.43292	1.43282	1.5	2.7
01.01.2010 06:33:34.673 GMT+0300	1.43294	1.43284	3.8	1.5
01.01.2010 06:33:57.237 GMT+0300	1.43294	1.43286	2.3	2.5
01.01.2010 06:33:58.063 GMT+0300	1.43295	1.43288	1.7	1.5
01.01.2010 06:33:58.504 GMT+0300	1.43297	1.43292	2	1.5
01.01.2010 06:33:58.744 GMT+0300	1.433	1.43294	1.5	1.9
01.01.2010 06:33:58.869 GMT+0300	1.43303	1.43295	3.4	1.5
01.01.2010 06:34:01.453 GMT+0300	1.43294	1.43282	1.5	1.5
01.01.2010 06:34:08.043 GMT+0300	1.43287	1.43279	1.4	1.5
01.01.2010 06:34:23.043 GMT+0300	1.43284	1.43272	1.7	1.5
01.01.2010 06:34:30.717 GMT+0300	1.43282	1.4327	4.2	2.3
01.01.2010 06:34:34.811 GMT+0300	1.43284	1.43272	4.5	1.5
01.01.2010 06:34:35.049 GMT+0300	1.43286	1.43282	2.3	1.7
01.01.2010 06:34:39.232 GMT+0300	1.43298	1.43286	1.2	1.7
01.01.2010 06:34:44.056 GMT+0300	1.43299	1.43287	1.7	2.1
01.01.2010 06:34:46.753 GMT+0300	1.43296	1.43286	3.6	3
01.01.2010 06:34:49.866 GMT+0300	1.43292	1.43282	1.9	1.5
01.01.2010 06:34:52.905 GMT+0300	1.43288	1.43279	1.9	4.9
01.01.2010 06:34:53.241 GMT+0300	1.43287	1.43277	1.7	2.1
01.01.2010 06:34:55.291 GMT+0300	1.43286	1.43276	1.5	5.1
01.01.2010 06:35:02.870 GMT+0300	1.43294	1.43282	1.9	3.4
01.01.2010 06:35:05.077 GMT+0300	1.43289	1.43281	3.8	6.6
01.01.2010 06:35:07.407 GMT+0300	1.4329	1.43279	1.5	1.5
01.01.2010 06:35:13.460 GMT+0300	1.43289	1.43277	1.5	2.5
01.01.2010 06:35:15.567 GMT+0300	1.43286	1.43279	1.5	2.3
01.01.2010 06:35:16.525 GMT+0300	1.43287	1.43279	4.7	6.8
01.01.2010 06:35:16.758 GMT+0300	1.43285	1.43279	12.6	1.7
01.01.2010 06:35:18.686 GMT+0300	1.43284	1.43279	12.8	1.4
01.01.2010 06:35:20.697 GMT+0300	1.43282	1.43278	1.5	2.5
01.01.2010 06:35:23.000 GMT+0300	1.43279	1.43275	3	2.9
01.01.2010 06:35:25.791 GMT+0300	1.43279	1.43273	2.5	3.6
01.01.2010 06:35:29.918 GMT+0300	1.43278	1.4327	2.5	3.6
01.01.2010 06:35:30.062 GMT+0300	1.43276	1.43268	1.2	1.5
01.01.2010 06:35:35.848 GMT+0300	1.43276	1.43269	3	8.3
01.01.2010 06:35:39.518 GMT+0300	1.43277	1.4327	1.5	2.5
01.01.2010 06:35:44.698 GMT+0300	1.43278	1.43272	7.4	1.5
01.01.2010 06:35:49.480 GMT+0300	1.4328	1.43272	2.5	1.5
01.01.2010 06:35:51.855 GMT+0300	1.4328	1.43272	1.5	2.1
01.01.2010 06:35:51.971 GMT+0300	1.43282	1.43274	2.9	1.5
01.01.2010 06:35:55.138 GMT+0300	1.43282	1.43276	1.9	3.8
01.01.2010 06:35:57.659 GMT+0300	1.43282	1.43278	2.9	1.9
01.01.2010 06:36:02.280 GMT+0300	1.43285	1.43279	4.5	1.5
01.01.2010 06:36:04.366 GMT+0300	1.43289	1.4328	1.7	3.8
01.01.2010 06:36:04.872 GMT+0300	1.43288	1.43283	1.7	1.5
01.01.2010 06:36:11.072 GMT+0300	1.43291	1.43283	1.5	1.5
01.01.2010 06:36:13.645 GMT+0300	1.43293	1.43283	1.9	2.3
01.01.2010 06:36:14.152 GMT+0300	1.4329	1.43286	1.7	1.5
01.01.2010 06:36:19.376 GMT+0300	1.43295	1.43285	1.9	2.3
01.01.2010 06:36:19.795 GMT+0300	1.43291	1.43287	1.7	1.7
01.01.2010 06:36:21.434 GMT+0300	1.43293	1.43287	1.2	4.7
01.01.2010 06:36:24.115 GMT+0300	1.43298	1.43286	3.2	3.6
01.01.2010 06:36:26.261 GMT+0300	1.43299	1.43292	1.5	1.5
01.01.2010 06:36:26.393 GMT+0300	1.43298	1.43294	2.9	1.5
01.01.2010 06:36:31.386 GMT+0300	1.43299	1.43288	5.3	4.5
01.01.2010 06:36:33.472 GMT+0300	1.43297	1.43285	4.5	1.5
01.01.2010 06:36:34.651 GMT+0300	1.43293	1.43286	3	1.7
01.01.2010 06:36:39.062 GMT+0300	1.43295	1.43283	1.2	2.5
01.01.2010 06:36:39.655 GMT+0300	1.43295	1.43285	1.9	1.7
01.01.2010 06:36:43.996 GMT+0300	1.43295	1.43285	14.1	2.5
01.01.2010 06:36:44.861 GMT+0300	1.43294	1.43286	4.5	1.5
01.01.2010 06:36:49.584 GMT+0300	1.43297	1.43285	1.5	1.5
01.01.2010 06:36:49.998 GMT+0300	1.43294	1.43288	2.7	1.7
01.01.2010 06:36:51.853 GMT+0300	1.43297	1.43287	1.7	7.3
01.01.2010 06:36:52.298 GMT+0300	1.43296	1.43288	2.7	1.5
01.01.2010 06:36:56.265 GMT+0300	1.43294	1.43286	2	1.9
01.01.2010 06:37:02.220 GMT+0300	1.43294	1.43282	2.3	1.7
01.01.2010 06:37:02.404 GMT+0300	1.4329	1.43286	1.4	3.8
01.01.2010 06:37:08.920 GMT+0300	1.43296	1.43285	1.2	4.2
01.01.2010 06:37:13.002 GMT+0300	1.43299	1.43288	1.5	3.4
01.01.2010 06:37:25.680 GMT+0300	1.43302	1.4329	1.5	1.5
01.01.2010 06:37:25.798 GMT+0300	1.43298	1.4329	2.3	1.5
01.01.2010 06:37:29.272 GMT+0300	1.43297	1.43285	7	1.9
01.01.2010 06:37:29.408 GMT+0300	1.43295	1.43285	3.2	1.5
01.01.2010 06:37:36.134 GMT+0300	1.43296	1.43284	3.2	1.5
01.01.2010 06:37:38.473 GMT+0300	1.43294	1.43282	4.4	1.7
01.01.2010 06:37:41.214 GMT+0300	1.43291	1.43281	1.5	1.5
01.01.2010 06:37:43.402 GMT+0300	1.4329	1.43278	1.2	9.8
01.01.2010 06:37:45.484 GMT+0300	1.4329	1.4328	8.5	1.5
01.01.2010 06:37:47.668 GMT+0300	1.43292	1.43282	6	2.3
01.01.2010 06:37:47.797 GMT+0300	1.43293	1.43286	1.5	2.1
01.01.2010 06:37:50.289 GMT+0300	1.43296	1.43286	1.5	3.4
01.01.2010 06:37:50.650 GMT+0300	1.43297	1.43285	1.5	1.5
01.01.2010 06:37:57.421 GMT+0300	1.43296	1.43284	2.5	1.5
01.01.2010 06:38:02.565 GMT+0300	1.43288	1.43278	2.5	1.5
01.01.2010 06:38:02.806 GMT+0300	1.4329	1.43286	1.2	1.7
01.01.2010 06:38:03.696 GMT+0300	1.43297	1.43285	3.6	2.1
01.01.2010 06:38:03.924 GMT+0300	1.43295	1.43291	1.5	4.4
01.01.2010 06:38:05.216 GMT+0300	1.43297	1.4329	1.5	3.2
01.01.2010 06:38:06.571 GMT+0300	1.43299	1.43289	4.2	1.5
01.01.2010 06:38:07.626 GMT+0300	1.43298	1.43288	5.5	2.3
01.01.2010 06:38:08.436 GMT+0300	1.43297	1.4329	1.5	2.9
01.01.2010 06:38:10.890 GMT+0300	1.43298	1.43293	1.5	3.2
01.01.2010 06:38:11.765 GMT+0300	1.43302	1.43292	2.9	1.5
01.01.2010 06:38:13.738 GMT+0300	1.43303	1.43293	2.3	1.2
01.01.2010 06:38:16.112 GMT+0300	1.43303	1.43296	3.8	3.4
01.01.2010 06:38:18.841 GMT+0300	1.43302	1.43298	4.5	3
01.01.2010 06:38:19.167 GMT+0300	1.43305	1.43293	1.4	1.4
01.01.2010 06:38:22.446 GMT+0300	1.43303	1.43293	17.5	4.4
01.01.2010 06:38:24.085 GMT+0300	1.43302	1.43292	1.5	5.9
01.01.2010 06:38:26.196 GMT+0300	1.43301	1.43291	3.2	2.3
01.01.2010 06:38:26.324 GMT+0300	1.43299	1.43291	1.5	4.5
01.01.2010 06:38:29.267 GMT+0300	1.43299	1.43287	1.5	5.1
01.01.2010 06:38:29.876 GMT+0300	1.43298	1.43292	4.5	3
01.01.2010 06:38:29.998 GMT+0300	1.43298	1.43294	2.1	2.3
01.01.2010 06:38:31.499 GMT+0300	1.43305	1.43293	5.7	4.5
01.01.2010 06:38:32.154 GMT+0300	1.43307	1.43298	1.5	2.5
01.01.2010 06:38:34.022 GMT+0300	1.4331	1.43302	1.4	22.2
01.01.2010 06:38:36.285 GMT+0300	1.43309	1.43299	2.3	5.4
01.01.2010 06:38:36.405 GMT+0300	1.43309	1.43297	3.2	3.4
01.01.2010 06:38:38.695 GMT+0300	1.43304	1.43296	2.7	1.5
01.01.2010 06:38:39.255 GMT+0300	1.43302	1.43292	2.5	4.5
01.01.2010 06:38:39.484 GMT+0300	1.43297	1.43295	1.5	1.4
01.01.2010 06:38:39.632 GMT+0300	1.43302	1.4329	1.2	1.2
01.01.2010 06:38:43.088 GMT+0300	1.43302	1.43291	1.7	2.5
01.01.2010 06:38:43.323 GMT+0300	1.433	1.43296	1.2	1.5
01.01.2010 06:38:45.790 GMT+0300	1.43304	1.43294	1.5	1.5
01.01.2010 06:38:47.952 GMT+0300	1.43306	1.43296	2.4	4.6
01.01.2010 06:38:50.328 GMT+0300	1.43306	1.43296	1.5	2.9
01.01.2010 06:38:52.223 GMT+0300	1.43308	1.43296	2.5	2.3
01.01.2010 06:38:52.332 GMT+0300	1.43309	1.43297	5.7	2.3
01.01.2010 06:38:54.599 GMT+0300	1.43306	1.43297	1.5	2.3
01.01.2010 06:38:56.618 GMT+0300	1.43304	1.43296	3.2	1.2
01.01.2010 06:39:01.996 GMT+0300	1.43297	1.43285	1.7	1.5
01.01.2010 06:39:02.855 GMT+0300	1.43297	1.43288	11.1	1.2
01.01.2010 06:39:03.269 GMT+0300	1.43298	1.43292	2.5	3.8
01.01.2010 06:39:03.507 GMT+0300	1.433	1.43296	9.5	3.4
01.01.2010 06:39:04.836 GMT+0300	1.43304	1.43294	3.8	6.6
01.01.2010 06:39:06.671 GMT+0300	1.43303	1.43299	1.5	1.5
01.01.2010 06:39:09.087 GMT+0300	1.43309	1.43297	2.7	3
01.01.2010 06:39:11.082 GMT+0300	1.43308	1.433	1.5	1.7
01.01.2010 06:39:15.952 GMT+0300	1.4331	1.43302	2.5	6
01.01.2010 06:39:18.000 GMT+0300	1.43313	1.43301	4.5	12.2
01.01.2010 06:39:20.966 GMT+0300	1.4331	1.43298	1.5	1.4
01.01.2010 06:39:24.069 GMT+0300	1.43309	1.43298	2.1	1.5
01.01.2010 06:39:26.142 GMT+0300	1.43306	1.43297	2.5	2.3
01.01.2010 06:39:28.899 GMT+0300	1.43306	1.43296	1.5	2.7
01.01.2010 06:39:29.254 GMT+0300	1.43306	1.43298	1.5	1.5
01.01.2010 06:39:30.929 GMT+0300	1.43306	1.43298	2.5	3
01.01.2010 06:39:32.612 GMT+0300	1.43307	1.43297	1.5	6.2
01.01.2010 06:39:35.022 GMT+0300	1.43307	1.43295	1.5	1.7
01.01.2010 06:39:39.232 GMT+0300	1.43304	1.43294	1.5	10
01.01.2010 06:39:44.679 GMT+0300	1.43306	1.43296	4.7	6.8
01.01.2010 06:39:47.071 GMT+0300	1.43307	1.43297	2.3	5.9
01.01.2010 06:39:49.078 GMT+0300	1.43307	1.43296	1.5	1.5
01.01.2010 06:39:51.198 GMT+0300	1.43306	1.43296	1.5	1.5
01.01.2010 06:39:55.056 GMT+0300	1.43307	1.43296	1.5	4.2
01.01.2010 06:39:57.081 GMT+0300	1.43305	1.43295	1.9	1.5
01.01.2010 06:40:02.264 GMT+0300	1.43292	1.43282	5.9	1.5
01.01.2010 06:40:04.421 GMT+0300	1.43289	1.43279	2.8	2.8
01.01.2010 06:40:11.879 GMT+0300	1.43285	1.43275	4.2	1.5
01.01.2010 06:40:13.920 GMT+0300	1.43284	1.43272	2.3	1.4
01.01.2010 06:40:16.394 GMT+0300	1.43283	1.43273	1.5	3.4
01.01.2010 06:40:19.024 GMT+0300	1.43286	1.43274	1.7	1.9
01.01.2010 06:40:23.123 GMT+0300	1.4329	1.4328	1.5	1.5
01.01.2010 06:40:25.964 GMT+0300	1.43297	1.43285	10	1.5
01.01.2010 06:40:27.858 GMT+0300	1.43299	1.43289	4.5	1.5
01.01.2010 06:40:30.921 GMT+0300	1.43297	1.43287	1.4	14.3
01.01.2010 06:40:32.942 GMT+0300	1.43293	1.43281	1.7	1.2
01.01.2010 06:40:35.206 GMT+0300	1.43288	1.43281	1.5	1.7
01.01.2010 06:40:37.352 GMT+0300	1.43285	1.43278	1.2	1.5
01.01.2010 06:40:39.538 GMT+0300	1.43286	1.43274	15	3.4
01.01.2010 06:40:41.580 GMT+0300	1.43283	1.43275	3.4	2.7
01.01.2010 06:40:41.921 GMT+0300	1.43284	1.43272	1.5	2.1
01.01.2010 06:40:44.134 GMT+0300	1.4328	1.43268	1.2	1.5
01.01.2010 06:40:47.838 GMT+0300	1.43274	1.43264	4.5	1.5
01.01.2010 06:40:50.122 GMT+0300	1.43266	1.43254	2.7	1.2
01.01.2010 06:40:52.155 GMT+0300	1.43253	1.43249	1.5	1.7
01.01.2010 06:40:53.983 GMT+0300	1.4325	1.43242	4.4	1.7
01.01.2010 06:41:03.499 GMT+0300	1.43245	1.43233	2.3	2.3
01.01.2010 06:41:07.077 GMT+0300	1.43243	1.43232	4.9	2.9
01.01.2010 06:41:10.606 GMT+0300	1.43243	1.43231	2.9	2.3
01.01.2010 06:41:12.866 GMT+0300	1.43244	1.43234	2.6	1.7
01.01.2010 06:41:15.176 GMT+0300	1.43245	1.43238	2.3	2.5
01.01.2010 06:41:17.104 GMT+0300	1.43251	1.4324	6.6	1.2
01.01.2010 06:41:21.537 GMT+0300	1.43251	1.43239	4.4	1.9
01.01.2010 06:41:24.625 GMT+0300	1.43244	1.43234	1.2	9.8
01.01.2010 06:41:34.913 GMT+0300	1.43239	1.43229	1.5	3
01.01.2010 06:41:37.074 GMT+0300	1.43231	1.43225	1.2	1.5
01.01.2010 06:41:37.192 GMT+0300	1.43231	1.43219	2.5	1.5
01.01.2010 06:41:37.519 GMT+0300	1.4323	1.43224	1.9	1.5
01.01.2010 06:41:41.153 GMT+0300	1.43233	1.43223	4.5	3
01.01.2010 06:41:43.670 GMT+0300	1.43234	1.43224	1.5	3.8
01.01.2010 06:41:45.734 GMT+0300	1.43233	1.43225	1.5	1.5
01.01.2010 06:41:48.374 GMT+0300	1.43235	1.43227	4.4	2.4
01.01.2010 06:41:51.121 GMT+0300	1.43236	1.43225	1.5	3
01.01.2010 06:41:53.150 GMT+0300	1.43232	1.43227	2.3	1.2
01.01.2010 06:41:55.441 GMT+0300	1.43236	1.43224	1.5	1.5
01.01.2010 06:42:02.370 GMT+0300	1.43271	1.43261	1.5	1.5
01.01.2010 06:42:04.750 GMT+0300	1.43266	1.43258	1.2	2.3
01.01.2010 06:42:08.034 GMT+0300	1.43264	1.43253	2.3	1.5
01.01.2010 06:42:11.363 GMT+0300	1.43262	1.43252	3.8	6.2
01.01.2010 06:42:12.127 GMT+0300	1.43265	1.43255	1.7	1.7
01.01.2010 06:42:12.359 GMT+0300	1.43268	1.43261	3	1.7
01.01.2010 06:42:14.526 GMT+0300	1.43275	1.43267	1.5	1.9
01.01.2010 06:42:17.902 GMT+0300	1.43277	1.43269	1.5	1.5
01.01.2010 06:42:19.975 GMT+0300	1.43273	1.43269	3.8	1.9
01.01.2010 06:42:20.088 GMT+0300	1.43272	1.43262	1.5	1.5
01.01.2010 06:42:23.018 GMT+0300	1.4327	1.4326	4.2	1.9
01.01.2010 06:42:26.131 GMT+0300	1.43268	1.43259	1.9	1.5
01.01.2010 06:42:26.255 GMT+0300	1.43267	1.43258	1.1	2.1
01.01.2010 06:42:28.066 GMT+0300	1.43264	1.43258	2.5	3.6
01.01.2010 06:42:31.274 GMT+0300	1.43259	1.43251	4	2.1
01.01.2010 06:42:33.022 GMT+0300	1.43253	1.43243	1.5	1.5
01.01.2010 06:42:35.189 GMT+0300	1.43247	1.43235	1.5	2.5
01.01.2010 06:42:37.416 GMT+0300	1.43244	1.43232	1.7	1.2
01.01.2010 06:42:39.546 GMT+0300	1.43246	1.43236	1.5	1.5
01.01.2010 06:42:43.006 GMT+0300	1.4325	1.4324	2.5	3.8
01.01.2010 06:42:45.337 GMT+0300	1.43253	1.43244	3.8	1.6
01.01.2010 06:42:47.735 GMT+0300	1.43255	1.43249	2.5	1.5
01.01.2010 06:42:48.769 GMT+0300	1.43258	1.43248	4.7	1.7
01.01.2010 06:42:49.877 GMT+0300	1.4326	1.43248	2	1.9
01.01.2010 06:42:52.244 GMT+0300	1.43261	1.43252	1.5	5.1
01.01.2010 06:42:54.423 GMT+0300	1.43261	1.43254	6.6	3.4
01.01.2010 06:42:56.853 GMT+0300	1.43261	1.43257	11.7	1.5
